Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2018-12-31;38.474331105156665;38.675767839603004;37.976806997497285;38.2826042175293;140014000;0.0;0
2019-01-02;37.59093031046093;38.552001632021586;37.43075113966379;38.3262939453125;148158800;0.0;0
2019-01-03;34.94313792045205;35.36542750049228;34.46260405573219;34.50871658325195;365248800;0.0;0
2019-01-04;35.07661599201129;36.052248368281376;34.899450143903884;35.98186492919922;234428400;0.0;0
2019-01-07;36.08864722206533;36.1201986709507;35.40910233686425;35.901771545410156;219111200;0.0;0
2019-01-08;36.29736713630458;36.84585874859139;36.04496663655688;36.58617401123047;164101200;0.0;0
2019-01-09;36.717222555350546;37.5035534962745;36.31435279298141;37.20746612548828;180396400;0.0;0
2019-01-10;37.01088972032863;37.36765072405447;36.61287111998971;37.326393127441406;143122800;0.0;0
2019-01-11;37.10311144919968;37.30211887999103;36.77061768910736;36.95991897583008;108092800;0.0;0
2019-01-14;36.6104474283002;36.712378619960894;36.2148544176567;36.40415573120117;129756800;0.0;0
2019-01-15;36.46968219955066;37.2268874111887;36.41628914455341;37.149227142333984;114843600;0.0;0
2019-01-16;37.151650054969394;37.831194948407266;37.132234063360116;37.60306167602539;122278800;0.0;0
2019-01-17;37.42346623126337;38.26319027133463;37.19533296070903;37.82633972167969;119284800;0.0;0
2019-01-18;38.22436419931352;38.31658924717475;37.855467711090924;38.05933380126953;135004000;0.0;0
2019-01-22;37.95981946097852;38.03747971766452;37.04000591483478;37.205039978027344;121576000;0.0;0
2019-01-23;37.411333190889636;37.65160193452931;36.8167327641851;37.35551452636719;92522400;0.0;0
2019-01-24;37.40162526565502;37.49142098733669;36.826440859040176;37.059425354003906;101766000;0.0;0
2019-01-25;37.73411373132558;38.37725593355057;37.45259112043864;38.28745651245117;134142000;0.0;0
2019-01-28;37.809344261550955;37.94040126045351;37.292407908518825;37.93312072753906;104768400;0.0;0
2019-01-29;37.92100240768866;38.37726909368929;37.401636506841875;37.53997039794922;166348800;0.0;0
2019-01-30;39.61984741741878;40.32365945839984;38.8869095400843;40.1052360534668;244439200;0.0;0
2019-01-31;40.31395720638217;41.01534370504369;39.937780236490376;40.394046783447266;162958400;0.0;0
2019-02-01;40.52024587266557;41.010485739715534;40.27026731254808;40.41345977783203;130672400;0.0;0
2019-02-04;40.62945608807741;41.66090692492732;40.597904642154695;41.5614013671875;125982000;0.0;0
2019-02-05;41.952144475885355;42.490926216130255;41.82837169353464;42.272499084472656;144406400;0.0;0
2019-02-06;42.38656546467579;42.60984751876024;41.94971861046114;42.28706359863281;112958400;0.0;0
2019-02-07;41.84051108511896;42.214262517115365;41.3405612374559;41.48617935180664;126966800;0.0;0
2019-02-08;41.18881617261218;41.59585354377831;41.04988531202209;41.53491973876953;95280000;0.1825;0
2019-02-11;41.69090840923051;41.729906935410746;41.252184287463244;41.29605484008789;83973600;0.0;0
2019-02-12;41.45935590264073;41.678716078570666;41.36185959848008;41.65190505981445;89134000;0.0;0
2019-02-13;41.7737802074225;42.03945071099967;41.4154891279139;41.478858947753906;89960800;0.0;0
2019-02-14;41.36430767084598;41.7420943034428;41.28387459835956;41.62997817993164;87342800;0.0;0
2019-02-15;41.73965801693043;41.849338126292714;41.374055172986516;41.537357330322266;98507200;0.0;0
2019-02-19;41.36430948228771;41.7859704088447;41.310687431615186;41.66166305541992;75891200;0.0;0
2019-02-20;41.72503092614658;42.24418811021528;41.67628462828145;41.92976760864258;104457600;0.0;0
2019-02-21;41.8737171715409;42.01264433169139;41.50811429236989;41.69335174560547;68998800;0.0;0
2019-02-22;41.82009032732567;42.166193900330654;41.771344026175065;42.15888214111328;75652800;0.0;0
2019-02-25;42.44892100065319;42.865706087137404;42.39773497504969;42.465980529785156;87493600;0.0;0
2019-02-26;42.3392494187262;42.726787550802264;42.20763030878424;42.49036407470703;68280800;0.0;0
2019-02-27;42.217381101829154;42.65366552998705;42.100385512905966;42.621978759765625;111341600;0.0;0
2019-02-28;42.487932316126894;42.63173522696796;42.14670072060164;42.2027587890625;112861600;0.0;0
2019-03-01;42.47817296721065;42.69022141412003;42.139381167168374;42.6463508605957;103544800;0.0;0
2019-03-04;42.82183750481225;43.32393141732062;42.40261266698693;42.860836029052734;109744800;0.0;0
2019-03-05;42.88277305654545;42.89739657395719;42.54154153415377;42.782840728759766;78949600;0.0;0
2019-03-06;42.57322566137957;42.77309030455763;42.395300012062826;42.53666687011719;83241600;0.0;0
2019-03-07;42.37824669908732;42.517177576664835;41.92733871835129;42.04433059692383;99185600;0.0;0
2019-03-08;41.51298703997898;42.18325893670705;41.31312236196625;42.14426040649414;95997600;0.0;0
2019-03-11;42.773090965288695;43.65784719944048;42.73896818654873;43.604225158691406;128044000;0.0;0
2019-03-12;43.87234674958532;44.523119446744914;43.7187923458482;44.094146728515625;129870400;0.0;0
2019-03-13;44.420742728940816;44.676665447331686;44.09657444819294;44.289127349853516;124130000;0.0;0
2019-03-14;44.82290579384792;44.8716558134832;44.49630148927584;44.781471252441406;94318000;0.0;0
2019-03-15;45.05444978098868;45.6589119896667;44.78390358080114;45.363990783691406;156171600;0.0;0
2019-03-18;45.28600257029832;45.91727586894356;45.28356283798198;45.82709503173828;104879200;0.0;0
2019-03-19;45.90753193998189;46.06352233801621;45.31525339867201;45.463932037353516;126585600;0.0;0
2019-03-20;45.39081416588751;46.18539345410784;45.02521129411145;45.86122512817383;124140800;0.0;0
2019-03-21;46.314565033703566;47.852533593429335;46.263379003873936;47.55030059814453;204136800;0.0;0
2019-03-22;47.61123131111882;48.18401049753535;46.49979943536102;46.565608978271484;169630800;0.0;0
2019-03-25;46.67773411124812;46.792289970687406;45.48099691865572;46.00259017944336;175381200;0.0;0
2019-03-26;46.71429488254657;47.01165215945378;44.98864901494063;45.52730178833008;199202000;0.0;0
2019-03-27;46.0050169482503;46.25118815039402;45.46880027598551;45.936771392822266;119393600;0.0;0
2019-03-28;46.05376924109337;46.202447874593176;45.70766567373901;45.997711181640625;83121600;0.0;0
2019-03-29;46.26825738868016;46.32919119385109;45.953836871299764;46.29750442504883;94256000;0.0;0
2019-04-01;46.70941963747395;46.719167410332474;45.91484412129449;46.6119270324707;111448000;0.0;0
2019-04-02;46.575362685098376;47.39675291232991;46.56561491262309;47.28950881958008;91062800;0.0;0
2019-04-03;47.101828741597906;47.893968164160356;47.07745373326203;47.61367416381836;93087200;0.0;0
2019-04-04;47.477180723041585;47.8622828076519;47.0750191073767;47.6965446472168;76457200;0.0;0
2019-04-05;47.88178731148282;48.04021744946607;47.75504394491714;48.01584243774414;74106400;0.0;0
2019-04-08;47.87447571667344;48.80310639226582;47.854976451049666;48.77142333984375;103526800;0.0;0
2019-04-09;48.82504013788776;49.44168993536929;48.55936592656192;48.62517547607422;143072800;0.0;0
2019-04-10;48.42531587936945;48.927413599697545;48.303448258913086;48.898162841796875;86781200;0.0;0
2019-04-11;48.954218516174414;48.99077731010746;48.36681576628912;48.491119384765625;83603200;0.0;0
2019-04-12;48.55205553668981;48.78116724070072;47.823289602264346;48.471622467041016;111042800;0.0;0
2019-04-15;48.40094552621567;48.71049032953247;48.262014651028515;48.55937194824219;70146400;0.0;0
2019-04-16;48.615433168745334;49.08096465600684;48.396069218746966;48.564247131347656;102785600;0.0;0
2019-04-17;48.63492125762146;49.57086727304035;48.40824930172975;49.50993347167969;115627200;0.0;0
2019-04-18;49.507493192629916;49.758540153934916;49.361254302441864;49.68785858154297;96783200;0.0;0
2019-04-22;49.4368052796797;49.95108664028848;49.317373706772145;49.85115432739258;77758000;0.0;0
2019-04-23;49.82678962965019;50.63599235155756;49.697610259566865;50.57018280029297;93292000;0.0;0
2019-04-24;50.54092616190544;50.8139083684682;50.46536885252494;50.49217987060547;70162400;0.0;0
2019-04-25;50.41176024579795;50.63843223432371;49.99497134807995;50.03396987915039;74172800;0.0;0
2019-04-26;49.941347703354836;49.9657227142719;49.263764053831125;49.795108795166016;74596400;0.0;0
2019-04-29;49.81947665744857;50.202142731697826;49.687861277228464;49.870662689208984;88818800;0.0;0
2019-04-30;49.49287402182922;49.57574310545682;48.5301206302384;48.91034698486328;186139600;0.0;0
2019-05-01;51.15515537150509;52.47863599154233;50.996725227816654;51.3111457824707;259309200;0.0;0
2019-05-02;51.145404175565425;51.83029963579604;50.72861897906787;50.97722625732422;127985200;0.0;0
2019-05-03;51.40132276356685;51.63287048940651;51.2404566183755;51.61093521118164;83569600;0.0;0
2019-05-06;49.792667871522255;50.90166389783897;49.6001186786597;50.81391906738281;129772400;0.0;0
2019-05-07;50.18021139523909;50.55556202090757;48.94934771409603;49.444129943847656;155054800;0.0;0
2019-05-08;49.21013747037178;50.04858718883392;49.173578676469596;49.45387268066406;105358000;0.0;0
2019-05-09;48.844534076390005;49.15651484434052;47.93296678092064;48.92253112792969;139634400;0.0;0
2019-05-10;48.303508373655525;48.65339390137598;47.16577652683388;48.24478530883789;164834800;0.1925;0
2019-05-13;45.9277287075697;46.36079872156856;44.738613681373494;45.440826416015625;229722400;0.0;0
2019-05-14;45.609655321580725;46.414630681502;45.364981460599246;46.16017150878906;146118800;0.0;0
2019-05-15;45.57539904284718;46.91621069425173;45.51423058040357;46.713130950927734;106178800;0.0;0
2019-05-16;46.46600858799163;47.09237300402575;46.204205794259806;46.50760269165039;132125600;0.0;0
